TS,2020-02-25 13:01:04,Level,74.61249999999882
TS,2020-02-25 13:34:16,Level,73.56624999999886
TS,2020-02-25 14:06:58,Level,72.5199999999989
TS,2020-02-25 14:07:40,Level,72.5199999999989
TS,2020-02-25 14:09:07,Level,72.36499999999891
TS,2020-02-25 14:26:42,Level,71.89999999999893
TS,2020-02-25 15:27:23,Level,69.69124999999902
TS,2020-02-25 15:29:39,Level,69.61374999999902
TS,2020-02-25 15:31:14,Level,69.53624999999901
TS,2020-02-25 15:50:08,Level,68.87749999999905
TS,2020-02-25 15:50:30,Level,68.87749999999905
TS,2020-02-25 15:50:52,Level,68.87749999999905
TS,2020-02-25 15:54:37,Level,100.49749999999783
TS,2020-02-25 15:55:48,Level,138.70375000000718
TS,2020-02-25 15:56:38,Level,146.2212500000086
TS,2020-02-25 15:57:23,Level,151.25875000000957
TS,2020-02-25 15:58:26,Level,156.6450000000106
TS,2020-02-25 16:00:51,Level,162.92250000001184
TS,2020-02-25 16:02:11,Level,178.49062499999633
